path,name,title,description,depicted_place,notes
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW1\GLW1-46.jpg,GLW1-46.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW1\GLW1-47.jpg,GLW1-47.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW1\GLW1-48.jpg,GLW1-48.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW1\GLW1-49.jpg,GLW1-49.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW1\GLW1-50.jpg,GLW1-50.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW1\GLW1-51.jpg,GLW1-51.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW1\GLW1-52.jpg,GLW1-52.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW1\GLW1-53.jpg,GLW1-53.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW1\GLW1-54.jpg,GLW1-54.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW1\GLW1-55.jpg,GLW1-55.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW1\GLW1-56.jpg,GLW1-56.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW1\GLW1-57.jpg,GLW1-57.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW1\GLW1-58.jpg,GLW1-58.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW1\GLW1-59.jpg,GLW1-59.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW1\GLW1-60.jpg,GLW1-60.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW1\GLW1-61.jpg,GLW1-61.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW1\GLW1-62.jpg,GLW1-62.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW1\GLW1-63.jpg,GLW1-63.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW1\GLW1-64.jpg,GLW1-64.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW1\GLW1-65.jpg,GLW1-65.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW1\GLW1-66.jpg,GLW1-66.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW1\GLW1-67.jpg,GLW1-67.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW1\GLW1-68.jpg,GLW1-68.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW1\GLW1-69.jpg,GLW1-69.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW1\GLW1-70.jpg,GLW1-70.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-01.jpg,._GLW2-01.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-02.jpg,._GLW2-02.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-03.jpg,._GLW2-03.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-04.jpg,._GLW2-04.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-05.jpg,._GLW2-05.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-06.jpg,._GLW2-06.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-07.jpg,._GLW2-07.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-08.jpg,._GLW2-08.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-09.jpg,._GLW2-09.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-10.jpg,._GLW2-10.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-11.jpg,._GLW2-11.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-12.jpg,._GLW2-12.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-13.jpg,._GLW2-13.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-14.jpg,._GLW2-14.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-15.jpg,._GLW2-15.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-16.jpg,._GLW2-16.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-17.jpg,._GLW2-17.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-18.jpg,._GLW2-18.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-19.jpg,._GLW2-19.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-20.jpg,._GLW2-20.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-21.jpg,._GLW2-21.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-22.jpg,._GLW2-22.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-23.jpg,._GLW2-23.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-24.jpg,._GLW2-24.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-25.jpg,._GLW2-25.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-26.jpg,._GLW2-26.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-27.jpg,._GLW2-27.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-28.jpg,._GLW2-28.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-29.jpg,._GLW2-29.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-30.jpg,._GLW2-30.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-31.jpg,._GLW2-31.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-32.jpg,._GLW2-32.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-33.jpg,._GLW2-33.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-34.jpg,._GLW2-34.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-35.jpg,._GLW2-35.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-36.jpg,._GLW2-36.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-37.jpg,._GLW2-37.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-38.jpg,._GLW2-38.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-39.jpg,._GLW2-39.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-40.jpg,._GLW2-40.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-41.jpg,._GLW2-41.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-42.jpg,._GLW2-42.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-43.jpg,._GLW2-43.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-44.jpg,._GLW2-44.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-45.jpg,._GLW2-45.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-46.jpg,._GLW2-46.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-47.jpg,._GLW2-47.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-48.jpg,._GLW2-48.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-49.jpg,._GLW2-49.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-50.jpg,._GLW2-50.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-51.jpg,._GLW2-51.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-52.jpg,._GLW2-52.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-53.jpg,._GLW2-53.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-54.jpg,._GLW2-54.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-55.jpg,._GLW2-55.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-56.jpg,._GLW2-56.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-57.jpg,._GLW2-57.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-58.jpg,._GLW2-58.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-59.jpg,._GLW2-59.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\._GLW2-60.jpg,._GLW2-60.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\GLW2-01.jpg,GLW2-01.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\GLW2-02.jpg,GLW2-02.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\GLW2-03.jpg,GLW2-03.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\GLW2-04.jpg,GLW2-04.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\GLW2-05.jpg,GLW2-05.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\GLW2-06.jpg,GLW2-06.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\GLW2-07.jpg,GLW2-07.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\GLW2-08.jpg,GLW2-08.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\GLW2-09.jpg,GLW2-09.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\GLW2-10.jpg,GLW2-10.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\GLW2-11.jpg,GLW2-11.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\GLW2-12.jpg,GLW2-12.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\GLW2-13.jpg,GLW2-13.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\Scotland\GLW2\GLW2-14.jpg,GLW2-14.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
